protein_names,idr_name,start,end
YGR134W,YGR134W_idr_7,642,688
YGR136W,YGR136W_idr_4,115,217
YGR138C,YGR138C_idr_1,1,143
YGR140W,YGR140W_idr_3,635,716
YGR140W,YGR140W_idr_7,796,838
YGR140W,YGR140W_idr_18,538,570
YGR143W,YGR143W_idr_1,1,236
YGR145W,YGR145W_idr_5,509,642
YGR145W,YGR145W_idr_7,653,707
YGR147C,YGR147C_idr_2,33,87
YGR147C,YGR147C_idr_3,153,184
YGR148C,YGR148C_idr_2,119,155
YGR149W,YGR149W_idr_4,389,432
YGR152C,YGR152C_idr_1,173,267
YGR156W,YGR156W_idr_3,102,182
YGR156W,YGR156W_idr_5,255,387
YGR159C,YGR159C_idr_1,1,163
YGR159C,YGR159C_idr_3,346,414
YGR162W,YGR162W_idr_1,1,573
YGR162W,YGR162W_idr_6,847,952
YGR166W,YGR166W_idr_2,128,197
YGR166W,YGR166W_idr_3,348,397
YGR167W,YGR167W_idr_2,44,115
YGR170W,YGR170W_idr_8,1089,1133
YGR170W,YGR170W_idr_12,119,162
YGR170W,YGR170W_idr_13,248,486
YGR172C,YGR172C_idr_1,1,63
YGR178C,YGR178C_idr_1,1,44
YGR178C,YGR178C_idr_5,281,722
YGR180C,YGR180C_idr_2,310,345
YGR184C,YGR184C_idr_9,1133,1172
YGR184C,YGR184C_idr_11,1247,1287
YGR184C,YGR184C_idr_13,1337,1403
YGR184C,YGR184C_idr_16,1525,1561
YGR184C,YGR184C_idr_21,1829,1863
YGR184C,YGR184C_idr_28,253,304
YGR185C,YGR185C_idr_2,362,394
YGR186W,YGR186W_idr_6,294,335
YGR186W,YGR186W_idr_9,429,675
YGR186W,YGR186W_idr_11,30,64
YGR186W,YGR186W_idr_15,161,263
YGR187C,YGR187C_idr_3,359,394
YGR188C,YGR188C_idr_1,1,33
YGR188C,YGR188C_idr_2,196,318
YGR188C,YGR188C_idr_3,352,643
YGR188C,YGR188C_idr_6,655,697
YGR189C,YGR189C_idr_1,1,31
YGR189C,YGR189C_idr_2,285,507
YGR191W,YGR191W_idr_3,18,82
YGR193C,YGR193C_idr_2,116,162
YGR196C,YGR196C_idr_1,1,606
YGR196C,YGR196C_idr_2,615,705
YGR197C,YGR197C_idr_1,1,85
YGR197C,YGR197C_idr_2,517,547
YGR198W,YGR198W_idr_5,719,748
YGR199W,YGR199W_idr_1,1,57
YGR202C,YGR202C_idr_1,1,75
YGR202C,YGR202C_idr_2,323,424
YGR211W,YGR211W_idr_1,1,45
YGR211W,YGR211W_idr_2,244,281
YGR213C,YGR213C_idr_2,286,317
YGR214W,YGR214W_idr_2,209,252
YGR217W,YGR217W_idr_1,1,314
YGR217W,YGR217W_idr_4,997,1142
YGR217W,YGR217W_idr_9,1957,2039
YGR218W,YGR218W_idr_4,1053,1084
YGR220C,YGR220C_idr_1,1,30
YGR221C,YGR221C_idr_2,536,567
YGR221C,YGR221C_idr_8,146,236
YGR221C,YGR221C_idr_11,251,473
YGR225W,YGR225W_idr_1,1,127
YGR225W,YGR225W_idr_2,149,207
YGR229C,YGR229C_idr_2,23,82
YGR229C,YGR229C_idr_5,344,505
YGR231C,YGR231C_idr_3,18,50
YGR237C,YGR237C_idr_2,379,421
YGR237C,YGR237C_idr_3,527,597
YGR237C,YGR237C_idr_4,619,656
YGR237C,YGR237C_idr_5,673,780
YGR237C,YGR237C_idr_6,52,95
YGR237C,YGR237C_idr_7,99,141
YGR237C,YGR237C_idr_11,180,237
YGR238C,YGR238C_idr_1,1,56
YGR238C,YGR238C_idr_5,478,600
YGR239C,YGR239C_idr_1,1,45
YGR241C,YGR241C_idr_4,277,568
YGR245C,YGR245C_idr_4,692,767
YGR245C,YGR245C_idr_5,54,83
YGR245C,YGR245C_idr_9,295,324
YGR245C,YGR245C_idr_12,544,637
YGR246C,YGR246C_idr_5,298,462
YGR246C,YGR246C_idr_6,505,569
YGR249W,YGR249W_idr_1,120,343
YGR249W,YGR249W_idr_4,422,456
YGR250C,YGR250C_idr_1,1,54
YGR250C,YGR250C_idr_7,687,781
YGR251W,YGR251W_idr_4,149,196
YGR252W,YGR252W_idr_1,1,75
YGR252W,YGR252W_idr_5,286,324
YGR255C,YGR255C_idr_2,305,336
YGR258C,YGR258C_idr_3,127,183
YGR258C,YGR258C_idr_9,293,722
YGR260W,YGR260W_idr_1,1,72
YGR261C,YGR261C_idr_1,1,40
YGR261C,YGR261C_idr_8,657,809
YGR264C,YGR264C_idr_6,156,190
YGR266W,YGR266W_idr_6,610,648
YGR267C,YGR267C_idr_1,1,30
YGR268C,YGR268C_idr_1,1,81
YGR270W,YGR270W_idr_1,1,267
YGR270W,YGR270W_idr_10,702,750
YGR270W,YGR270W_idr_12,272,322
YGR270W,YGR270W_idr_15,932,961
YGR270W,YGR270W_idr_16,1117,1320
YGR270W,YGR270W_idr_18,346,408
YGR271C-A,YGR271C-A_idr_2,188,233
YGR271W,YGR271W_idr_17,26,85
YGR271W,YGR271W_idr_21,165,233
YGR273C,YGR273C_idr_3,136,174
YGR274C,YGR274C_idr_11,819,854
YGR274C,YGR274C_idr_12,20,201
YGR274C,YGR274C_idr_13,885,918
YGR274C,YGR274C_idr_15,987,1033
YGR274C,YGR274C_idr_19,259,317
YGR274C,YGR274C_idr_20,337,370
YGR276C,YGR276C_idr_1,1,53
YGR278W,YGR278W_idr_4,488,577
YGR279C,YGR279C_idr_1,1,32
YGR279C,YGR279C_idr_2,52,125
YGR280C,YGR280C_idr_4,144,246
YGR281W,YGR281W_idr_1,1,83
YGR281W,YGR281W_idr_15,510,589
YGR281W,YGR281W_idr_16,810,873
YGR284C,YGR284C_idr_1,1,39
YGR285C,YGR285C_idr_2,51,85
YGR286C,YGR286C_idr_1,1,35
YHL002W,YHL002W_idr_3,281,320
YHL002W,YHL002W_idr_6,368,452
YHL003C,YHL003C_idr_1,1,65
YHL004W,YHL004W_idr_1,1,36
YHL007C,YHL007C_idr_1,1,36
YHL007C,YHL007C_idr_2,63,335
YHL007C,YHL007C_idr_5,399,603
YHL007C,YHL007C_idr_6,894,939
YHL008C,YHL008C_idr_2,274,627
YHL009C,YHL009C_idr_3,103,150
YHL010C,YHL010C_idr_2,30,70
YHL010C,YHL010C_idr_7,379,417
YHL010C,YHL010C_idr_9,554,585
YHL013C,YHL013C_idr_3,73,142
YHL016C,YHL016C_idr_3,534,608
YHL016C,YHL016C_idr_4,704,735
YHL017W,YHL017W_idr_4,454,532
YHL019C,YHL019C_idr_5,512,549
YHL020C,YHL020C_idr_3,75,117
YHL020C,YHL020C_idr_6,175,206
YHL020C,YHL020C_idr_7,267,325
YHL020C,YHL020C_idr_8,369,404
YHL021C,YHL021C_idr_1,1,32
YHL023C,YHL023C_idr_3,966,1067
YHL023C,YHL023C_idr_4,32,389
YHL023C,YHL023C_idr_5,445,526
YHL023C,YHL023C_idr_11,858,889
YHL024W,YHL024W_idr_1,1,88
YHL024W,YHL024W_idr_3,422,713
YHL025W,YHL025W_idr_2,260,300
YHL026C,YHL026C_idr_2,282,315
YHL027W,YHL027W_idr_1,1,140
YHL027W,YHL027W_idr_3,242,554
YHL027W,YHL027W_idr_4,583,620
YHL028W,YHL028W_idr_1,1,35
YHL028W,YHL028W_idr_4,113,565
YHL029C,YHL029C_idr_7,605,639
YHL030W,YHL030W_idr_10,1041,1071
YHL030W,YHL030W_idr_21,1683,1725
YHL030W,YHL030W_idr_22,1834,1868
YHL032C,YHL032C_idr_1,1,40
YHL032C,YHL032C_idr_2,76,110
YHL034C,YHL034C_idr_1,1,31
YHL034C,YHL034C_idr_2,125,168
YHL035C,YHL035C_idr_2,903,960
YHL035C,YHL035C_idr_13,63,98
YHL036W,YHL036W_idr_1,1,57
YHR001W,YHR001W_idr_1,1,48
YHR003C,YHR003C_idr_1,1,45
YHR004C,YHR004C_idr_1,1,47
YHR004C,YHR004C_idr_5,129,226
YHR005C,YHR005C_idr_1,1,30
YHR006W,YHR006W_idr_2,393,463
YHR006W,YHR006W_idr_5,34,106
YHR006W,YHR006W_idr_7,123,154
YHR007C,YHR007C_idr_1,1,46
YHR012W,YHR012W_idr_1,185,237
YHR013C,YHR013C_idr_2,207,238
YHR015W,YHR015W_idr_4,74,106
YHR015W,YHR015W_idr_8,483,582
YHR016C,YHR016C_idr_3,271,351
YHR016C,YHR016C_idr_4,368,403
YHR020W,YHR020W_idr_2,152,181
YHR023W,YHR023W_idr_13,935,1188
YHR023W,YHR023W_idr_14,1190,1227
YHR023W,YHR023W_idr_15,1241,1317
YHR023W,YHR023W_idr_35,1729,1758
YHR027C,YHR027C_idr_1,1,43
YHR027C,YHR027C_idr_5,629,661
YHR028C,YHR028C_idr_2,26,62
YHR030C,YHR030C_idr_2,365,467
YHR031C,YHR031C_idr_1,1,98
YHR031C,YHR031C_idr_2,123,220
YHR032W,YHR032W_idr_2,38,154
YHR034C,YHR034C_idr_2,181,223
YHR036W,YHR036W_idr_4,88,139
YHR036W,YHR036W_idr_6,167,268
YHR036W,YHR036W_idr_7,434,471
YHR038W,YHR038W_idr_1,1,43
YHR039C,YHR039C_idr_3,38,69
YHR040W,YHR040W_idr_4,308,358
YHR042W,YHR042W_idr_1,1,53
YHR048W,YHR048W_idr_1,1,47
YHR050W,YHR050W_idr_1,1,47
YHR050W,YHR050W_idr_2,469,506
YHR051W,YHR051W_idr_1,1,39
YHR052W,YHR052W_idr_3,300,376
YHR056C,YHR056C_idr_2,53,182
YHR056C,YHR056C_idr_3,228,282
YHR057C,YHR057C_idr_1,1,31
YHR058C,YHR058C_idr_3,209,295
YHR059W,YHR059W_idr_1,1,30
YHR060W,YHR060W_idr_2,85,125
YHR062C,YHR062C_idr_3,255,293
YHR065C,YHR065C_idr_1,1,78
YHR065C,YHR065C_idr_2,460,501
YHR066W,YHR066W_idr_3,253,319
YHR066W,YHR066W_idr_4,390,453
YHR069C,YHR069C_idr_2,18,48
YHR069C,YHR069C_idr_3,243,282
YHR071W,YHR071W_idr_1,1,43
YHR073W,YHR073W_idr_2,46,128
YHR073W,YHR073W_idr_3,170,219
YHR073W,YHR073W_idr_4,321,464
YHR073W,YHR073W_idr_7,523,635
YHR075C,YHR075C_idr_1,1,69
YHR076W,YHR076W_idr_1,1,59
YHR077C,YHR077C_idr_3,302,371
YHR077C,YHR077C_idr_5,780,1046
YHR079C,YHR079C_idr_3,552,667
YHR079C,YHR079C_idr_9,44,107
YHR079C,YHR079C_idr_13,452,529
YHR080C,YHR080C_idr_1,1,544
YHR080C,YHR080C_idr_2,662,756
YHR080C,YHR080C_idr_4,926,977
YHR080C,YHR080C_idr_5,1137,1188
YHR081W,YHR081W_idr_3,139,184
YHR082C,YHR082C_idr_2,54,83
YHR082C,YHR082C_idr_3,360,1011
YHR084W,YHR084W_idr_1,1,30
YHR084W,YHR084W_idr_2,210,310
YHR084W,YHR084W_idr_4,314,688
YHR086W,YHR086W_idr_1,1,51
YHR086W,YHR086W_idr_3,244,280
YHR086W,YHR086W_idr_5,387,523
YHR089C,YHR089C_idr_2,128,205
YHR090C,YHR090C_idr_4,164,214
YHR091C,YHR091C_idr_1,1,61
YHR092C,YHR092C_idr_1,1,55
YHR094C,YHR094C_idr_1,1,50
YHR096C,YHR096C_idr_1,1,71
YHR097C,YHR097C_idr_1,1,126
YHR097C,YHR097C_idr_4,275,350
YHR098C,YHR098C_idr_1,1,147
YHR099W,YHR099W_idr_27,2041,2089
YHR099W,YHR099W_idr_34,164,224
YHR099W,YHR099W_idr_37,2481,2519
YHR099W,YHR099W_idr_47,2912,2950
YHR099W,YHR099W_idr_55,3320,3361
YHR099W,YHR099W_idr_58,3676,3720
YHR099W,YHR099W_idr_63,490,569
YHR101C,YHR101C_idr_5,304,335
YHR102W,YHR102W_idr_2,302,862
YHR102W,YHR102W_idr_3,888,1009
YHR103W,YHR103W_idr_1,1,66
YHR103W,YHR103W_idr_2,82,335
YHR103W,YHR103W_idr_3,340,427
YHR103W,YHR103W_idr_5,436,482
YHR105W,YHR105W_idr_2,16,68
YHR108W,YHR108W_idr_2,171,240
YHR108W,YHR108W_idr_5,326,476
YHR111W,YHR111W_idr_1,1,36
YHR114W,YHR114W_idr_6,406,496
YHR115C,YHR115C_idr_1,1,151
YHR115C,YHR115C_idr_2,379,416
YHR116W,YHR116W_idr_2,21,54
YHR118C,YHR118C_idr_3,102,271
YHR119W,YHR119W_idr_1,1,131
YHR119W,YHR119W_idr_4,860,901
YHR119W,YHR119W_idr_8,355,405
YHR119W,YHR119W_idr_10,485,532
YHR119W,YHR119W_idr_11,566,770
YHR120W,YHR120W_idr_1,1,76
YHR122W,YHR122W_idr_3,53,98
YHR124W,YHR124W_idr_1,1,38
YHR124W,YHR124W_idr_5,203,242
YHR124W,YHR124W_idr_7,333,466
YHR124W,YHR124W_idr_9,476,538
YHR127W,YHR127W_idr_5,107,139
YHR131C,YHR131C_idr_1,1,123
YHR131C,YHR131C_idr_3,570,661
YHR131C,YHR131C_idr_5,793,850
YHR131C,YHR131C_idr_11,317,435
YHR131C,YHR131C_idr_12,449,562
YHR132W-A,YHR132W-A_idr_3,87,131
YHR133C,YHR133C_idr_1,1,43
YHR134W,YHR134W_idr_2,167,204
YHR134W,YHR134W_idr_3,228,259
YHR135C,YHR135C_idr_1,1,60
YHR135C,YHR135C_idr_2,360,531
YHR143W,YHR143W_idr_2,45,325
YHR146W,YHR146W_idr_2,97,465
YHR149C,YHR149C_idr_3,376,590
YHR149C,YHR149C_idr_6,604,635
YHR149C,YHR149C_idr_8,643,693
YHR149C,YHR149C_idr_14,119,183
YHR149C,YHR149C_idr_17,208,367
YHR150W,YHR150W_idr_2,40,76
YHR150W,YHR150W_idr_3,100,159
YHR150W,YHR150W_idr_5,293,345
YHR154W,YHR154W_idr_6,227,259
YHR154W,YHR154W_idr_7,476,834
YHR155W,YHR155W_idr_7,269,306
YHR155W,YHR155W_idr_8,424,489
YHR155W,YHR155W_idr_11,716,763
YHR156C,YHR156C_idr_1,1,114
YHR158C,YHR158C_idr_1,1,96
YHR158C,YHR158C_idr_4,471,776
YHR158C,YHR158C_idr_7,943,978
YHR159W,YHR159W_idr_1,1,173
YHR159W,YHR159W_idr_2,232,301
YHR159W,YHR159W_idr_3,336,374
YHR159W,YHR159W_idr_8,460,504
YHR161C,YHR161C_idr_6,282,637
YHR164C,YHR164C_idr_1,1,44
YHR164C,YHR164C_idr_8,1474,1522
YHR164C,YHR164C_idr_10,54,410
YHR164C,YHR164C_idr_16,932,962
YHR165C,YHR165C_idr_1,1,132
YHR165C,YHR165C_idr_15,2090,2125
YHR168W,YHR168W_idr_1,1,31
YHR169W,YHR169W_idr_2,398,431
YHR170W,YHR170W_idr_6,474,518
YHR172W,YHR172W_idr_1,1,51
YHR175W,YHR175W_idr_2,24,54
YHR178W,YHR178W_idr_2,88,117
YHR178W,YHR178W_idr_3,217,246
YHR178W,YHR178W_idr_5,706,741
YHR182W,YHR182W_idr_2,170,202
YHR182W,YHR182W_idr_3,315,344
YHR182W,YHR182W_idr_7,701,785
YHR184W,YHR184W_idr_1,1,34
YHR186C,YHR186C_idr_3,929,960
YHR186C,YHR186C_idr_4,999,1138
YHR186C,YHR186C_idr_12,446,489
YHR186C,YHR186C_idr_15,820,913
YHR193C,YHR193C_idr_2,92,130
YHR194W,YHR194W_idr_2,14,68
YHR194W,YHR194W_idr_4,193,222
YHR195W,YHR195W_idr_5,217,270
YHR196W,YHR196W_idr_4,338,384
YHR196W,YHR196W_idr_6,516,575
YHR197W,YHR197W_idr_6,474,504
YHR197W,YHR197W_idr_7,621,763
YHR202W,YHR202W_idr_1,1,34
YHR204W,YHR204W_idr_2,507,545
YHR204W,YHR204W_idr_3,547,577
YHR205W,YHR205W_idr_1,1,182
YHR205W,YHR205W_idr_2,218,322
YHR205W,YHR205W_idr_3,368,403
YHR205W,YHR205W_idr_5,747,816
YHR206W,YHR206W_idr_3,191,221
YHR206W,YHR206W_idr_8,498,551
YIL002C,YIL002C_idr_3,851,893
YIL004C,YIL004C_idr_1,1,47
YIL010W,YIL010W_idr_1,1,59
YIL011W,YIL011W_idr_2,114,269
YIL013C,YIL013C_idr_6,668,744
YIL013C,YIL013C_idr_9,1381,1411
YIL014W,YIL014W_idr_1,1,39
YIL015W,YIL015W_idr_1,1,31
YIL015W,YIL015W_idr_3,406,550
YIL016W,YIL016W_idr_4,17,64
YIL017C,YIL017C_idr_7,662,703
YIL017C,YIL017C_idr_9,823,852
YIL019W,YIL019W_idr_2,32,89
YIL019W,YIL019W_idr_6,270,303
YIL021W,YIL021W_idr_2,268,318
YIL023C,YIL023C_idr_1,1,47
YIL024C,YIL024C_idr_2,105,136
YIL026C,YIL026C_idr_1,1,131
YIL026C,YIL026C_idr_6,1066,1150
YIL030C,YIL030C_idr_1,1,37
YIL030C,YIL030C_idr_2,236,457
YIL031W,YIL031W_idr_1,1,37
YIL031W,YIL031W_idr_3,689,1034
YIL031W,YIL031W_idr_4,56,97
YIL031W,YIL031W_idr_7,113,151
YIL031W,YIL031W_idr_11,272,425
YIL033C,YIL033C_idr_2,44,134
YIL036W,YIL036W_idr_4,546,587
YIL036W,YIL036W_idr_8,169,223
YIL036W,YIL036W_idr_10,256,423
YIL038C,YIL038C_idr_2,788,822
YIL038C,YIL038C_idr_12,222,693
YIL044C,YIL044C_idr_2,135,298
YIL045W,YIL045W_idr_3,88,191
YIL045W,YIL045W_idr_4,218,357
YIL046W,YIL046W_idr_1,1,130
YIL047C,YIL047C_idr_2,37,85
YIL047C,YIL047C_idr_3,143,209
YIL047C,YIL047C_idr_5,218,247
YIL047C,YIL047C_idr_7,810,867
YIL048W,YIL048W_idr_1,1,144
YIL050W,YIL050W_idr_1,1,100
YIL055C,YIL055C_idr_1,1,38
YIL055C,YIL055C_idr_2,138,327
YIL055C,YIL055C_idr_5,470,510
YIL056W,YIL056W_idr_3,534,570
YIL056W,YIL056W_idr_4,586,631
YIL056W,YIL056W_idr_6,98,186
YIL056W,YIL056W_idr_12,394,430
YIL061C,YIL061C_idr_2,193,300
YIL063C,YIL063C_idr_1,1,201
YIL064W,YIL064W_idr_1,1,35
YIL066C,YIL066C_idr_1,751,851
YIL067C,YIL067C_idr_1,1,57
YIL070C,YIL070C_idr_1,1,47
YIL071C,YIL071C_idr_3,409,444
YIL072W,YIL072W_idr_3,257,334
YIL072W,YIL072W_idr_8,518,605
YIL074C,YIL074C_idr_1,1,50
YIL075C,YIL075C_idr_9,809,864
YIL077C,YIL077C_idr_5,270,302
YIL078W,YIL078W_idr_1,1,40
YIL079C,YIL079C_idr_1,1,41
YIL079C,YIL079C_idr_4,216,360
YIL084C,YIL084C_idr_2,151,256
YIL085C,YIL085C_idr_1,1,41
YIL088C,YIL088C_idr_2,306,383
YIL091C,YIL091C_idr_1,1,159
YIL093C,YIL093C_idr_5,234,264
YIL095W,YIL095W_idr_2,305,805
YIL096C,YIL096C_idr_1,1,61
YIL101C,YIL101C_idr_4,131,161
YIL101C,YIL101C_idr_5,257,293
YIL101C,YIL101C_idr_6,405,524
YIL101C,YIL101C_idr_9,612,647
YIL103W,YIL103W_idr_1,1,48
YIL104C,YIL104C_idr_4,128,163
YIL105C,YIL105C_idr_1,1,175
YIL105C,YIL105C_idr_4,588,686
YIL106W,YIL106W_idr_1,1,110
YIL107C,YIL107C_idr_1,1,149
YIL107C,YIL107C_idr_4,626,729
YIL107C,YIL107C_idr_6,796,827
YIL109C,YIL109C_idr_1,1,171
YIL110W,YIL110W_idr_1,11,49
YIL112W,YIL112W_idr_1,1,67
YIL112W,YIL112W_idr_13,112,143
YIL113W,YIL113W_idr_1,1,46
YIL115C,YIL115C_idr_5,1405,1438
YIL115C,YIL115C_idr_10,385,1210
YIL117C,YIL117C_idr_1,1,43
YIL119C,YIL119C_idr_8,56,87
YIL120W,YIL120W_idr_1,1,55
YIL121W,YIL121W_idr_1,1,47
YIL122W,YIL122W_idr_1,1,52
YIL122W,YIL122W_idr_4,188,345
YIL123W,YIL123W_idr_1,1,34
YIL123W,YIL123W_idr_2,49,214
YIL125W,YIL125W_idr_1,1,38
YIL126W,YIL126W_idr_1,1,50
YIL126W,YIL126W_idr_4,953,983
YIL126W,YIL126W_idr_5,987,1025
YIL126W,YIL126W_idr_7,1037,1250
YIL129C,YIL129C_idr_1,1,157
YIL129C,YIL129C_idr_6,1126,1155
YIL129C,YIL129C_idr_12,245,337
YIL129C,YIL129C_idr_27,2233,2276
YIL129C,YIL129C_idr_28,2292,2333
YIL129C,YIL129C_idr_29,2336,2376
YIL129C,YIL129C_idr_33,893,924
YIL130W,YIL130W_idr_4,827,938
YIL130W,YIL130W_idr_6,57,169
YIL130W,YIL130W_idr_8,183,228
YIL130W,YIL130W_idr_13,667,762
YIL131C,YIL131C_idr_3,179,298
YIL131C,YIL131C_idr_4,395,484
YIL135C,YIL135C_idr_1,1,34
YIL135C,YIL135C_idr_2,54,104
YIL135C,YIL135C_idr_5,217,261
YIL135C,YIL135C_idr_6,277,365
YIL135C,YIL135C_idr_8,397,436
YIL140W,YIL140W_idr_2,788,823
YIL140W,YIL140W_idr_5,533,578
YIL140W,YIL140W_idr_7,596,655
YIL140W,YIL140W_idr_10,706,770
YIL143C,YIL143C_idr_1,1,106
YIL143C,YIL143C_idr_4,769,843
YIL144W,YIL144W_idr_1,1,116
YIL144W,YIL144W_idr_2,238,270
YIL146C,YIL146C_idr_1,1,34
YIL146C,YIL146C_idr_3,102,131
YIL146C,YIL146C_idr_4,133,164
YIL146C,YIL146C_idr_6,345,382
YIL147C,YIL147C_idr_5,376,431
YIL147C,YIL147C_idr_10,743,772
YIL149C,YIL149C_idr_23,57,180
YIL149C,YIL149C_idr_25,595,631
YIL149C,YIL149C_idr_33,679,723
YIL149C,YIL149C_idr_35,725,784
YIL149C,YIL149C_idr_38,821,852
YIL149C,YIL149C_idr_41,950,1003
YIL149C,YIL149C_idr_47,1120,1159
YIL149C,YIL149C_idr_59,1281,1314
YIL149C,YIL149C_idr_72,1413,1447
YIL149C,YIL149C_idr_75,1474,1609
YIL149C,YIL149C_idr_76,1621,1679
YIL150C,YIL150C_idr_1,1,32
YIL150C,YIL150C_idr_2,39,152
YIL150C,YIL150C_idr_4,346,418
YIL150C,YIL150C_idr_6,439,478
YIL150C,YIL150C_idr_8,489,541
YIL151C,YIL151C_idr_1,1,208
YIL151C,YIL151C_idr_4,546,587
YIL153W,YIL153W_idr_2,321,393
YIL154C,YIL154C_idr_4,37,71
YIL154C,YIL154C_idr_5,97,132
YIL155C,YIL155C_idr_1,1,55
YIL156W,YIL156W_idr_2,723,752
YIL156W,YIL156W_idr_4,138,202
YIL156W,YIL156W_idr_8,219,303
YIL156W,YIL156W_idr_11,455,603
YIL157C,YIL157C_idr_1,1,45
YIL159W,YIL159W_idr_1,1,100
YIL159W,YIL159W_idr_2,897,953
YIL159W,YIL159W_idr_5,1275,1375
YIL159W,YIL159W_idr_6,144,178
YIL159W,YIL159W_idr_7,396,425
YIL159W,YIL159W_idr_13,593,874
YIL161W,YIL161W_idr_1,1,93
YIR001C,YIR001C_idr_1,1,59
YIR002C,YIR002C_idr_1,1,71
YIR002C,YIR002C_idr_4,669,761
YIR002C,YIR002C_idr_6,770,880
YIR002C,YIR002C_idr_7,948,993
YIR003W,YIR003W_idr_1,1,447
YIR003W,YIR003W_idr_2,464,530
YIR003W,YIR003W_idr_3,533,647
YIR004W,YIR004W_idr_5,165,196
YIR006C,YIR006C_idr_1,1,244
YIR006C,YIR006C_idr_6,864,963
YIR006C,YIR006C_idr_8,976,1480
YIR006C,YIR006C_idr_12,366,403
YIR006C,YIR006C_idr_13,405,586
YIR006C,YIR006C_idr_14,676,822
YIR007W,YIR007W_idr_2,586,640
YIR010W,YIR010W_idr_1,1,35
YIR010W,YIR010W_idr_4,106,259
YIR010W,YIR010W_idr_5,304,335
YIR010W,YIR010W_idr_7,396,428
YIR011C,YIR011C_idr_1,1,75
YIR012W,YIR012W_idr_1,1,45
YIR023W,YIR023W_idr_1,1,145
YIR023W,YIR023W_idr_2,188,242
YIR023W,YIR023W_idr_4,255,305
YIR023W,YIR023W_idr_5,497,541
YIR023W,YIR023W_idr_6,746,970
YIR024C,YIR024C_idr_1,1,37
YIR025W,YIR025W_idr_14,137,167
YIR033W,YIR033W_idr_4,341,525
YIR033W,YIR033W_idr_10,867,924
YIR033W,YIR033W_idr_14,982,1028
YIR033W,YIR033W_idr_20,70,118
YJL004C,YJL004C_idr_2,169,203
YJL005W,YJL005W_idr_1,1,115
YJL005W,YJL005W_idr_12,118,634
YJL005W,YJL005W_idr_21,1627,1666
YJL005W,YJL005W_idr_28,1927,1960
YJL006C,YJL006C_idr_3,266,323
YJL010C,YJL010C_idr_1,1,48
YJL010C,YJL010C_idr_3,628,666
YJL012C,YJL012C_idr_5,492,577
YJL013C,YJL013C_idr_2,214,283
YJL013C,YJL013C_idr_5,400,515
YJL016W,YJL016W_idr_1,1,43
YJL016W,YJL016W_idr_3,302,366
YJL016W,YJL016W_idr_4,470,561
YJL019W,YJL019W_idr_2,37,71
YJL019W,YJL019W_idr_4,90,143
YJL019W,YJL019W_idr_9,645,682
YJL020C,YJL020C_idr_2,61,911
YJL024C,YJL024C_idr_1,162,194
YJL026W,YJL026W_idr_1,1,52
YJL026W,YJL026W_idr_3,361,399
YJL033W,YJL033W_idr_1,1,37
YJL033W,YJL033W_idr_2,491,603
YJL033W,YJL033W_idr_5,664,757
YJL034W,YJL034W_idr_1,1,45
YJL041W,YJL041W_idr_1,1,636
YJL042W,YJL042W_idr_1,1,648
YJL042W,YJL042W_idr_2,1144,1278
YJL042W,YJL042W_idr_4,1314,1373
YJL044C,YJL044C_idr_2,84,130
YJL045W,YJL045W_idr_1,1,36
YJL048C,YJL048C_idr_6,151,186
YJL048C,YJL048C_idr_8,305,396
YJL049W,YJL049W_idr_8,385,450
YJL050W,YJL050W_idr_1,1,108
YJL051W,YJL051W_idr_3,478,511
YJL051W,YJL051W_idr_15,622,661
YJL051W,YJL051W_idr_17,749,778
YJL051W,YJL051W_idr_23,315,351
YJL051W,YJL051W_idr_24,385,440
YJL054W,YJL054W_idr_2,154,195
YJL054W,YJL054W_idr_4,268,360
YJL056C,YJL056C_idr_9,332,366
YJL056C,YJL056C_idr_10,399,556
YJL057C,YJL057C_idr_5,33,160
YJL057C,YJL057C_idr_10,539,630
YJL058C,YJL058C_idr_1,1,37
YJL058C,YJL058C_idr_4,52,194
YJL058C,YJL058C_idr_6,240,290
YJL059W,YJL059W_idr_2,180,215
YJL061W,YJL061W_idr_7,455,485
YJL062W,YJL062W_idr_1,1,46
YJL065C,YJL065C_idr_2,123,167
YJL069C,YJL069C_idr_2,41,80
YJL069C,YJL069C_idr_4,92,136
YJL070C,YJL070C_idr_1,1,56
YJL070C,YJL070C_idr_5,76,113
YJL070C,YJL070C_idr_7,173,211
YJL071W,YJL071W_idr_3,318,347
YJL076W,YJL076W_idr_3,12,52
YJL076W,YJL076W_idr_5,152,1189
YJL078C,YJL078C_idr_2,161,872
YJL079C,YJL079C_idr_2,53,155
YJL080C,YJL080C_idr_1,1,109
YJL080C,YJL080C_idr_3,1020,1065
YJL080C,YJL080C_idr_4,1074,1126
YJL080C,YJL080C_idr_10,503,550
YJL082W,YJL082W_idr_3,181,231
YJL083W,YJL083W_idr_2,557,604
YJL083W,YJL083W_idr_3,31,72
YJL083W,YJL083W_idr_8,122,259
YJL083W,YJL083W_idr_9,275,433
YJL084C,YJL084C_idr_3,158,235
YJL084C,YJL084C_idr_4,238,273
YJL084C,YJL084C_idr_7,532,1046
YJL089W,YJL089W_idr_1,1,40
YJL089W,YJL089W_idr_2,106,168
YJL090C,YJL090C_idr_1,226,324
YJL090C,YJL090C_idr_5,579,764
